Hospital Name,Address,City,State,ZIP Code,Hospital 30-Day Death (Mortality) Rates from Heart Attack,Hospital 30-Day Death (Mortality) Rates from Heart Failure,Hospital 30-Day Death (Mortality) Rates from Pneumonia
EAST TEXAS MEDICAL CENTER CROCKETT,1100 LOOP 304 EAST,CROCKETT,TX,75835,16.4,13.1,12.3
WILBARGER GENERAL HOSPITAL,920 HILLCREST DR,VERNON,TX,76384,Not Available,11.3,13.2
SEYMOUR HOSPITAL,200 STADIUM DRIVE,SEYMOUR,TX,76380,Not Available,11.2,9.7
BROWNWOOD REGIONAL MEDICAL CENTER,1501 BURNET DR,BROWNWOOD,TX,76801,14.7,12,13.2
ANGLETON-DANBURY MEDICAL CENTER,132 HOSPITAL DR,ANGLETON,TX,77515,Not Available,11.8,12.1
LAKE GRANBURY MEDICAL CENTER,1310 PALUXY RD,GRANBURY,TX,76048,16.7,15.7,15.1
CUERO COMMUNITY HOSPITAL,2550 N ESPLANADE,CUERO,TX,77954,17.1,13.8,13.3
HILL COUNTRY MEMORIAL HOSPITAL INC,1020 SOUTH STATE HIGHWAY 16,FREDERICKSBURG,TX,78624,15.9,13.6,10.9
CARE REGIONAL MEDICAL CENTER,1711 W WHEELER AVENUE,ARANSAS PASS,TX,78336,Not Available,9.8,10.4
VA AMARILLO HEALTHCARE SYSTEM,6010 AMARILLO BLVD. WEST,AMARILLO                      ,TX,79106,15.4,11.1,12.6
MEMORIAL HERMANN MEMORIAL CITY MEDICAL CENTER,921 GESSNER,HOUSTON,TX,77024,17.1,10.7,9.5
ATLANTA MEMORIAL HOSPITAL,1007 SOUTH WILLIAMS STREET,ATLANTA,TX,75551,16.2,12,11
CLEAR LAKE REGIONAL MEDICAL CENTER,500 MEDICAL CENTER BLVD,WEBSTER,TX,77598,14.1,9.3,11.5
DIMMIT COUNTY MEMORIAL HOSPITAL,704 HOSPITAL DRIVE,CARRIZO SPRINGS,TX,78834,Not Available,13.1,14.4
SPRING BRANCH MEDICAL CENTER,8850 LONG POINT ROAD,HOUSTON,TX,77055,16.1,11.8,10.4
DENTON REGIONAL MEDICAL CENTER,3535 SOUTH I35 EAST,DENTON,TX,76210,18.9,10.2,10.5
HOUSTON NORTHWEST MEDICAL CENTER,710 FM 1960 WEST,HOUSTON,TX,77090,12.4,10.3,10.7
TEXAS HEALTH HARRIS METHODIST HURST-EULESS-BEDFORD,1600 HOSPITAL PARKWAY,BEDFORD,TX,76022,16,12.4,11.7
VA WEST TEXAS HEALTHCARE SYSTEM,300 VETERANS BLVD.,BIG SPRING                    ,TX,79720,Not Available,11.3,11.3
NOCONA GENERAL HOSPITAL,100 PARK ROAD,NOCONA,TX,76255,Not Available,11.3,10.4
DOCTORS HOSPITAL OF LAREDO,10700 MCPHERSON ROAD,LAREDO,TX,78041,17.2,9.9,10.4
WEST HOUSTON MEDICAL CENTER,12141 RICHMOND AVE,HOUSTON,TX,77082,16.3,10.5,10.7
MEDICAL CITY DALLAS HOSPITAL,7777 FOREST LANE,DALLAS,TX,75230,15.8,13.1,9.7
MEDICAL CENTER OF PLANO,3901 W 15TH ST,PLANO,TX,75075,15.4,12.2,13.8
SCENIC MOUNTAIN MEDICAL CENTER,1601 W 11TH PLACE,BIG SPRING,TX,79720,16.8,15.5,13.9
STARR COUNTY MEMORIAL HOSPITAL,128  N FM RD 3167,RIO GRANDE CITY,TX,78582,15.2,10.1,11.5
NACOGDOCHES MEDICAL CENTER,4920 NE STALLINGS DRIVE,NACOGDOCHES,TX,75961,16.3,14.5,12.1
EAST TEXAS MEDICAL CENTER - FAIRFIELD,125 NEWMAN ST,FAIRFIELD,TX,75840,Not Available,10.6,10.5
PARK PLAZA HOSPITAL,1313 HERMANN DR,HOUSTON,TX,77004,14.4,9.9,9
ODESSA REGIONAL HOSPITAL,520 E 6TH STREET,ODESSA,TX,79761,18,12.6,13.4
VALLEY REGIONAL MEDICAL CENTER,100 A ALTON GLOOR,BROWNSVILLE,TX,78526,16.7,9,10.8
SIERRA MEDICAL CENTER,1625 MEDICAL CENTER DR,EL PASO,TX,79902,16.5,13.3,11.9
MEDICAL CENTER OF LEWISVILLE,500 WEST MAIN STREET,LEWISVILLE,TX,75057,16.2,10.8,11.6
DALLAS VA MEDICAL CENTER (VA NORTH TEXAS HEALTHCARE SYSTEM),4500 S. LANCASTER ROAD,DALLAS                        ,TX,75216,13.3,10.9,12.9
TOMBALL REGIONAL MEDICAL CENTER,605 HOLDERRIETH,TOMBALL,TX,77375,15.5,8.5,8.7
PLAZA MEDICAL CENTER OF FORT WORTH,900 EIGHTH AVENUE,FORT WORTH,TX,76104,17.1,11.7,10.6
"WOMANS HOSPITAL OF TEXAS,THE",7600 FANNIN,HOUSTON,TX,77054,Not Available,Not Available,Not Available
MEDICAL CENTER OF ARLINGTON,3301 MATLOCK ROAD,ARLINGTON,TX,76015,17.6,11.8,11.9
HUGULEY HEALTH SYSTEM,11801 SOUTH FREEWAY,FORT WORTH,TX,76115,14.3,11.2,10.3
DOCTORS HOSPITAL,9440 POPPY DR,DALLAS,TX,75218,14.8,10.6,10.8
RENAISSANCE HOSPITAL TERRELL,1551 HWY 34 S,TERRELL,TX,75160,15.3,10.8,15.3
MEMORIAL HERMANN NORTHEAST,18951 MEMORIAL NORTH,HUMBLE,TX,77338,16.6,11.9,11.8
UNIVERSITY MEDICAL CENTER,602 INDIANA AVENUE,LUBBOCK,TX,79415,18.7,10.3,9.6
DALLAS REGIONAL MEDICAL CENTER,1011 NORTH GALLOWAY AVENUE,MESQUITE,TX,75149,18.1,9.3,12.9
UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT TYLER,11937 US HIGHWAY 271,TYLER,TX,75708,15.6,9.6,7.3
EL CAMPO MEMORIAL HOSPITAL,303 SANDY CORNER RD,EL CAMPO,TX,77437,15.9,10.1,10.1
SOUTHWEST GENERAL HOSPITAL,7400 BARLITE BLVD,SAN ANTONIO,TX,78224,15.5,9.9,10.3
LAMB HEALTHCARE CENTER,1500 S SUNSET,LITTLEFIELD,TX,79339,Not Available,10.8,12.9
LONGVIEW REGIONAL MEDICAL CENTER,2901 N FOURTH ST,LONGVIEW,TX,75605,15.8,11.7,10.8
CHRISTUS ST JOHN HOSPITAL,18300 ST JOHN DRIVE,NASSAU BAY,TX,77058,15.2,10.6,14.5
RIO GRANDE REGIONAL HOSPITAL,101 E RIDGE RD,MCALLEN,TX,78503,14.3,9.3,10.8
ST DAVID'S SOUTH AUSTIN MEDICAL CENTER,901 WEST BEN WHITE BLVD,AUSTIN,TX,78704,14.9,12.2,15.1
CYPRESS FAIRBANKS MEDICAL CENTER,10655 STEEPLETOP DRIVE,HOUSTON,TX,77065,12,8.7,10.9
ROUND ROCK MEDICAL CENTER,2400 ROUND ROCK AVE,ROUND ROCK,TX,78681,16.1,10.8,11.8
METHODIST CHARLTON MEDICAL CENTER,3500 W WHEATLAND ROAD,DALLAS,TX,75237,17.7,11.8,12.9
BAYLOR MEDICAL CENTER AT CARROLLTON,4343 NORTH JOSEY LANE,CARROLLTON,TX,75010,15.2,12.5,10.9
LAKE POINTE MEDICAL CENTER,6800 SCENIC DR,ROWLETT,TX,75088,16.6,14.1,16.2
TEXAS HEALTH PRESBYTERIAN HOSPITAL DENTON,3000 N I-35,DENTON,TX,76201,15.6,10.7,11.3
KNOX COUNTY HOSPITAL,701 SE 5TH STREET,KNOX CITY,TX,79529,Not Available,Not Available,11.2
PALESTINE REGIONAL MEDICAL CENTER,2900 S LOOP 256,PALESTINE,TX,75801,17.2,12,12.9
EAST TEXAS MEDICAL CENTER TRINITY,317 PROSPECT DR/PO BOX 3169,TRINITY,TX,75862,Not Available,10.5,11.3
HOUSTON VA MEDICAL CENTER,2002 HOLCOMBE BLVD.,HOUSTON                       ,TX,77030,13.6,9.7,14
HAMILTON GENERAL HOSPITAL,400 N BROWN,HAMILTON,TX,76531,16.1,9.2,9.4
COVENANT HOSPITAL LEVELLAND,1900 COLLEGE AVE,LEVELLAND,TX,79336,Not Available,11.5,11.2
UT SOUTHWESTERN UNIVERSITY HOSPITAL-ZALE LIPSHY,5151 HARRY HINES BLVD,DALLAS,TX,75390,Not Available,Not Available,Not Available
CENTRAL TEXAS HOSPITAL,806 N CROCKETT,CAMERON,TX,76520,Not Available,Not Available,Not Available
TEXAS HEALTH PRESBYTERIAN HOSPITAL PLANO,6200 W PARKER RD,PLANO,TX,75093,14.5,11.6,10
TOPS SURGICAL SPECIALTY HOSPITAL,17080 RED OAK DRIVE,HOUSTON,TX,77090,Not Available,Not Available,Not Available
KINGWOOD MEDICAL CENTER,22999 US HWY 59,KINGWOOD,TX,77325,15.5,10.4,12.2
TEXAS HEALTH HARRIS METHODIST HOSPITAL SOUTHWEST F,6100 HARRIS PKWY,FORT WORTH,TX,76132,14.7,10.4,11.2
METHODIST AMBULATORY SURGERY HOSPITAL NW,9150 HUEBNER RD SUITE 100,SAN ANTONIO,TX,78240,Not Available,Not Available,Not Available
"CORPUS CHRISTI MEDICAL CENTER,THE",7101 S PADRE ISLAND DR,CORPUS CHRISTI,TX,78412,16.2,10.5,11.6
ST ANTHONY'S HOSPITAL,2807 LITTLE YORK RD,HOUSTON,TX,77093,Not Available,Not Available,Not Available
NORTHWEST TEXAS SURGERY CENTER,3501 SONCY RD SUITE 118,AMARILLO,TX,79109,Not Available,Not Available,Not Available
HOUSTON HOSPITAL FOR SPECIALIZED SURGERY,5445 LABRANCH STREET,HOUSTON,TX,77004,Not Available,Not Available,Not Available
CHRISTUS ST MICHAEL HEALTH SYSTEM,2600 ST MICHAEL DR,TEXARKANA,TX,75504,17.7,10.7,9.8
DOCTORS HOSPITAL TIDWELL,510 W TIDWELL,HOUSTON,TX,77091,14.9,10.7,9.6
TEXAS ORTHOPEDIC HOSPITAL,7401 SOUTH MAIN STREET,HOUSTON,TX,77030,Not Available,Not Available,Not Available
NORTHWEST HILLS SURGICAL HOSPITAL,6818 AUSTIN CTR BLVD SUITE 100,AUSTIN,TX,78731,Not Available,Not Available,Not Available
NORTH AUSTIN MEDICAL CENTER,12221 MOPAC EXPRESSWAY NORTH,AUSTIN,TX,78758,15.9,11.4,10.6
COMMUNITY GENERAL HOSPITAL,230 WEST MILLER,DILLEY,TX,78017,Not Available,11.6,Not Available
METHODIST SUGAR LAND HOSPITAL,16655 SOUTHWEST FREEWAY,SUGAR LAND,TX,77479,14.6,9.6,8.7
LAS COLINAS MEDICAL CENTER,6800 N MACARTHUR BLVD,IRVING,TX,75039,16.8,11.7,11.7
CORNERSTONE REGIONAL HOSPITAL,2302 CORNERSTONE BOULEVARD,EDINBURG,TX,78539,Not Available,Not Available,Not Available
KELL WEST REGIONAL HOSPITAL,5402 KELL WEST BOULEVARD,WICHITA FALLS,TX,76310,Not Available,13.3,10.1
CHRISTUS SPOHN HOSPITAL ALICE,2500 E MAIN STREET,ALICE,TX,78332,15.7,9.2,11.7
SURGERY SPECIALTY HOSPITALS OF AMERICA SE HOUSTON,4301 B VISTA,PASADENA,TX,77504,Not Available,Not Available,Not Available
CHRISTUS ST CATHERINE HOSPITAL,701 SOUTH FRY ROAD,KATY,TX,77450,15.2,11.5,14
ENNIS REGIONAL MEDICAL CENTER,2201 WEST LAMPASAS STREET,ENNIS,TX,75119,Not Available,9.4,12.7
"PHYSICIANS CENTRE,THE",3131 UNIVERSITY DRIVE EAST,BRYAN,TX,77802,Not Available,Not Available,Not Available
TEXAS HEALTH PRESBYTERIAN HOSPITAL ALLEN,1105 CENTRAL EXPRESSWAY NORTH,ALLEN,TX,75013,Not Available,12.1,12.9
BROWNSVILLE SURGICAL HOSPITAL,4750 NORTH EXPRESSWAY,BROWNSVILLE,TX,78526,Not Available,Not Available,10.7
METHODIST WILLOWBROOK HOSPITAL,18220 TOMBALL PARKWAY,HOUSTON,TX,77070,13.1,10.6,12.6
EL PASO SPECIALTY HOSPITAL,1755 CURIE SUITE A,EL PASO,TX,79902,Not Available,Not Available,Not Available
MEMORIAL HERMANN KATY HOSPITAL,23900 KATY FREEWAY,KATY,TX,77494,16.8,12.3,13.1
MEMORIAL HERMANN SUGAR LAND HOSPITAL,17500 W GRAND PARKWAY SOUTH,SUGAR LAND,TX,77479,16.1,12.5,12.5
BAYLOR HEART AND VASCULAR HOSPITAL,621 NORTH HALL STREET,DALLAS,TX,75226,14.9,10.9,Not Available
BAYLOR MEDICAL CENTER AT FRISCO,5601 WARREN PARKWAY,FRISCO,TX,75034,Not Available,Not Available,Not Available
HARLINGEN MEDICAL CENTER,5501 SOUTH EXPRESSWAY 77,HARLINGEN,TX,78550,13.8,9.8,10.8
SOUTH TEXAS SPINE AND SURGICAL HOSPITAL,18600 NORTH HARDY OAK BLVD,SAN ANTONIO,TX,78258,Not Available,Not Available,Not Available
SUGAR LAND SURGICAL HOSPITAL LLP,"1211 HIGHWAY 6, SUITE 70",SUGAR LAND,TX,77478,Not Available,Not Available,Not Available
ST LUKE'S THE WOODLANDS HOSPITAL,17200 ST LUKE'S WAY,THE WOODLANDS,TX,77384,15.2,10.6,11.9
TEXAS SPINE AND JOINT HOSPITAL,1814 ROSELAND BOULEVARD,TYLER,TX,75701,Not Available,Not Available,Not Available
SETON SOUTHWEST HOSPITAL,7900 FM 1826,AUSTIN,TX,78737,Not Available,Not Available,10.4
SETON  NORTHWEST HOSPITAL,11113 RESEARCH BOULEVARD,AUSTIN,TX,78759,Not Available,10,9.4
DOCTORS HOSPITAL AT RENAISSANCE,5501 SOUTH MCCOLL,EDINBURG,TX,78539,16.2,10.7,10.2
TEMPLE VA MEDICAL CENTER (VA CENTRAL TEXAS HEALTHCARE SYSTEM),1901 VETERANS MEMORIAL DRIVE,TEMPLE                        ,TX,76504,15.6,10.5,11.9
AUSTIN SURGICAL HOSPITAL,3003 BEE CAVES ROAD,AUSTIN,TX,78746,Not Available,Not Available,Not Available
USMD HOSPITAL AT ARLINGTON L P,801 W INTERSTATE 20,ARLINGTON,TX,76017,Not Available,Not Available,Not Available
IRVING COPPELL SURGICAL HOSPITAL LLP,400 WEST INTERSTATE 635 SUITE 101,IRVING,TX,75063,Not Available,Not Available,Not Available
QUAIL CREEK SURGICAL HOSPITAL,6819 PLUM CREEK,AMARILLO,TX,79124,Not Available,Not Available,Not Available
LUBBOCK HEART HOSPITAL LP,4810 NORTH LOOP 289,LUBBOCK,TX,79416,14,10.7,11.1
"EAST EL PASO PHYSICIANS MEDICAL CENTER, LLC",1416 GEORGE DIETER,EL PASO,TX,79936,15.2,10.3,10.3
BAYLOR SURGICAL HOSPITAL AT FORT WORTH,750 12TH AVENUE,FORT WORTH,TX,76104,Not Available,Not Available,Not Available
BAYLOR MEDICAL CENTER AT TROPHY CLUB,2850 SOUTH HIGHWAY 114E,TROPHY CLUB,TX,76262,Not Available,Not Available,Not Available
EAST TEXAS MEDICAL CENTER - GILMER,712 NORTH WOOD,GILMER,TX,75644,Not Available,9.9,11.2
CENTENNIAL MEDICAL CENTER,12505 LEBANON ROAD,FRISCO,TX,75035,17.1,9.5,13.5
SOUTHWEST SURGICAL HOSPITAL,1612 HURST TOWN CENTER DRIVE,HURST,TX,76054,Not Available,Not Available,Not Available
TEXAS HEALTH HARRIS METHODIST HOSPITAL SOUTHLAKE,1545 E SOUTHLAKE BLVD,SOUTHLAKE,TX,76092,Not Available,Not Available,Not Available
TEXAS INSTITUTE FOR SURGERY AT PRESBYTERIAN HOSPIT,7115 GREENVILLE AVENUE SUITE 100,DALLAS,TX,75231,Not Available,Not Available,Not Available
BAYLOR REGIONAL MEDICAL CENTER AT PLANO,4700 ALLIANCE BOULEVARD,PLANO,TX,75093,15.7,10.9,11.3
TEXAS HEALTH CENTER FOR DIAGNOSTICS & SURGERY PLAN,6020 W PARKER ROAD,PLANO,TX,75093,Not Available,Not Available,Not Available
NORTH TEXAS HOSPITAL,2801 SOUTH MAYHILL ROAD,DENTON,TX,76208,Not Available,Not Available,Not Available
PINE CREEK MEDICAL CENTER LLP,9032 HARRY HINES BLVD,DALLAS,TX,75235,Not Available,Not Available,Not Available
SAN ANTONIO VA MEDICAL CENTER (VA SOUTH TEXAS HEALTHCARE SYSTEM),7400 MERTON MINTER BLVD.,SAN ANTONIO                   ,TX,78229,15,11.1,11.6
REAGAN MEMORIAL HOSPITAL,805 NORTH MAIN,BIG LAKE,TX,76932,Not Available,Not Available,Not Available
GOOD SHEPHARD MEDICAL CENTER-LINDEN,404 NORTH KAUFMAN STREET,LINDEN,TX,75563,Not Available,12.8,16.9
LIMESTONE MEDICAL CENTER,701 MCCLINTIC DRIVE,GROESBECK,TX,76642,Not Available,11.3,17.1
BURLESON ST JOSEPH HEALTH CENTER,1101 WOODSON DRIVE,CALDWELL,TX,77836,Not Available,Not Available,12.9
YOAKUM COUNTY HOSPITAL,412 MUSTANG AVENUE,DENVER CITY,TX,79323,Not Available,11.5,10.5
MCCAMEY HOSPITAL,2500 HWY 305 SOUTH,MCCAMEY,TX,79752,Not Available,Not Available,Not Available
BALLINGER MEMORIAL HOSPITAL,608 AVENUE B,BALLINGER,TX,76821,Not Available,12.1,17
FISHER COUNTY HOSPITAL DISTRICT,774 STATE HIGHWAY 70 N,ROTAN,TX,79546,Not Available,Not Available,11.8
NORTH RUNNELS HOSPITAL,7821 EAST HIGHWAY 153,WINTERS,TX,79567,Not Available,Not Available,Not Available
MADISON ST JOSEPH HEALTH CENTER,100 WEST CROSS STREET,MADISONVILLE,TX,77864,Not Available,10.9,13.1
MOTHER FRANCES HOSPITAL JACKSONVILLE,2026 S JACKSON STREET,JACKSONVILLE,TX,75766,Not Available,11,14.1
BAYSIDE COMMUNITY HOSPITAL,200 HOSPITAL DRIVE,ANAHUAC,TX,77514,Not Available,Not Available,10.8
HUNT REGIONAL COMMUNITY HOSPITAL,2900 STERLING HART DRIVE,COMMERCE,TX,75428,Not Available,12.4,12.8
GRIMES ST JOSEPH HEALTH CENTER,210 JUDSON ST,NAVASOTA,TX,77868,Not Available,12.7,14
ROLLINS BROOK COMMUNITY HOSPITAL,608 NORTH KEY AVENUE,LAMPASAS,TX,76550,Not Available,10,9.7
MEDINA REGIONAL HOSPITAL,3100 AVENUE E,HONDO,TX,78861,Not Available,11.6,12.3
COON MEMORIAL HOSPITAL,1411 DENVER AVENUE,DALHART,TX,79022,Not Available,11.8,11.4
PARKVIEW HOSPITAL,901 S. SWEETWATER,WHEELER,TX,79096,Not Available,Not Available,10.8
W J MANGOLD MEMORIAL HOSPITAL,320 NORTH MAIN,LOCKNEY,TX,79241,Not Available,11.8,10.5
HASKELL MEMORIAL HOSPITAL,1 NORTH AVENUE N  PO BOX 1117,HASKELL,TX,79521,Not Available,Not Available,13.6
MITCHELL COUNTY HOSPITAL DISTRICT,997 WEST I-20,COLORADO CITY,TX,79512,Not Available,11.8,12.8
ELECTRA MEMORIAL HOSPITAL,1207 S BAILEY STREET,ELECTRA,TX,76360,Not Available,11.4,10.1
HANSFORD COUNTY HOSPITAL,707 ROLAND ST,SPEARMAN,TX,79081,Not Available,Not Available,11.2
YOAKUM COMMUNITY HOSPITAL,1200 CARL RAMERT DRIVE,YOAKUM,TX,77995,16,12.5,12.8
COLEMAN COUNTY MEDICAL CENTER,310 SOUTH PECOS STREET,COLEMAN,TX,76834,Not Available,11.4,16.8
SWISHER MEMORIAL HOSPITAL,539 SOUTHEAST 2ND,TULIA,TX,79088,Not Available,11.2,11.5
PLAINS MEMORIAL HOSPITAL,310 WEST HALSELL STREET,DIMMITT,TX,79027,Not Available,11.4,11.9
MEMORIAL MEDICAL CENTER,815 N VIRGINIA STREET,PORT LAVACA,TX,77979,Not Available,10.3,12.2
OTTO KAISER MEMORIAL HOSPITAL,3349 S HIGHWAY 181,KENEDY,TX,78119,Not Available,14.2,12.3
SETON HIGHLAND LAKES,HIGHWAY 281 SOUTH,BURNET,TX,78611,Not Available,10.2,10.6
EAST TEXAS MEDICAL CENTER PITTSBURG,2701 US HWY 271 N,PITTSBURG,TX,75686,Not Available,11.9,14.5
GOLDEN PLAINS COMMUNITY HOSPITAL,100 MEDICAL DRIVE,BORGER,TX,79007,Not Available,13.8,13.1
RED RIVER REGIONAL HOSPITAL,504 LIPSCOMB STREET,BONHAM,TX,75418,Not Available,10.1,14.1
SETON EDGAR B DAVIS HOSPITAL,130 HAYS STREET,LULING,TX,78648,Not Available,11.6,10.7
MULESHOE AREA MEDICAL CENTER,708 S 1ST ST,MULESHOE,TX,79347,Not Available,11.9,11.3
WARD MEMORIAL HOSPITAL,406 SOUTH GARY ST,MONAHANS,TX,79756,Not Available,11.5,11.4
SCOTT & WHITE HOSPITAL-TAYLOR,305 MALLARD,TAYLOR,TX,76574,Not Available,12,13.4
LAVACA MEDICAL CENTER,1400 NORTH TEXANA STREET,HALLETTSVILLE,TX,77964,Not Available,11,13.1
REEVES COUNTY HOSPITAL DISTRICT,2323 TEXAS STREET,PECOS,TX,79772,Not Available,10.8,11
BIG BEND REGIONAL MEDICAL CENTER,2600 HIGHWAY 118 NORTH,ALPINE,TX,79830,Not Available,10.3,13
CORYELL MEMORIAL HEALTHCARE SYSTEM,1507 W MAIN STREET,GATESVILLE,TX,76528,Not Available,10.4,12.9
COOK CHILDRENS MEDICAL CENTER,801 SEVENTH AVENUE,FORT WORTH,TX,76104,Not Available,Not Available,Not Available
DRISCOLL CHILDRENS HOSPITAL,3533 S ALAMEDA BOX 6530,CORPUS CHRISTI,TX,78411,Not Available,Not Available,Not Available
DELL CHILDREN'S MEDICAL CENTER OF CENTRAL TEXAS,4900 MUELLER BLVD,AUSTIN,TX,78723,Not Available,Not Available,Not Available
UTAH VALLEY REGIONAL MEDICAL CENTER,1034 NORTH 500 WEST,PROVO,UT,84604,14.9,14.6,13.9
SALT LAKE REGIONAL MEDICAL CENTER,1050 EAST SOUTH TEMPLE,SALT LAKE CITY,UT,84102,15.2,12.3,12.2
MCKAY DEE HOSPITAL CENTER,4401 HARRISON BOULEVARD,OGDEN,UT,84403,15.8,11.9,13.3
OGDEN REGIONAL MEDICAL CENTER,5475 SOUTH 500 EAST,OGDEN,UT,84405,14.4,13.7,13.5
LDS HOSPITAL,324 8TH AVENUE,SALT LAKE CITY,UT,84143,Not Available,11.5,9.9
VALLEY VIEW MEDICAL CENTER,1303 NORTH MAIN STREET,CEDAR CITY,UT,84720,15.5,12,14.7
UNIVERSITY HEALTH CARE/UNIV HOSPITALS AND  CLINICS,50 NORTH MEDICAL DRIVE,SALT LAKE CITY,UT,84132,14.5,13.6,9.9
INTERMOUNTAIN MEDICAL CENTER,5121 SOUTH COTTONWOOD STREET,MURRAY,UT,84157,13.5,11.8,12.9
CASTLEVIEW HOSPITAL,300 NORTH HOSPITAL DRIVE,PRICE,UT,84501,Not Available,16,15.7
MOUNTAIN VIEW HOSPITAL,1000 EAST 100 NORTH,PAYSON,UT,84651,15.5,12.8,11.3
MOUNTAIN WEST MEDICAL CENTER,2055 NORTH MAIN STREET,TOOELE,UT,84074,Not Available,12.3,12.6
LOGAN REGIONAL HOSPITAL,1400 NORTH 500 EAST,LOGAN,UT,84341,15.4,10.8,10.6
BRIGHAM CITY COMMUNITY HOSPITAL,950 SOUTH MEDICAL DRIVE,BRIGHAM CITY,UT,84302,Not Available,Not Available,12.1
UINTAH BASIN MEDICAL CENTER,250 WEST 300 NORTH (75-2),ROOSEVELT,UT,84066,Not Available,12,13.7
DIXIE REGIONAL MEDICAL CENTER,1380 EAST MEDICAL CENTER DRIVE,ST GEORGE,UT,84790,13.2,13.7,11.7
AMERICAN FORK HOSPITAL,170 NORTH 1100 EAST,AMERICAN FORK,UT,84003,Not Available,11.4,11
SEVIER VALLEY MEDICAL CENTER,1000 NORTH MAIN STREET,RICHFIELD,UT,84701,Not Available,12.4,11
VA SALT LAKE CITY HEALTHCARE - GEORGE E. WAHLEN VA MEDICAL CENTER,500 FOOTHILL BLVD.,SALT LAKE CITY                ,UT,84148,14.3,10.7,15
ASHLEY VALLEY MEDICAL CENTER,150 WEST 100 NORTH,VERNAL,UT,84078,Not Available,11.5,13.9
GARFIELD MEMORIAL HOSPITAL,200 NORTH 400 EAST,PANGUITCH,UT,84759,Not Available,Not Available,11.9
BEAVER VALLEY HOSPITAL,1109 NORTH 100 WEST,BEAVER,UT,84713,Not Available,Not Available,11.6
BEAR RIVER VALLEY HOSPITAL,905 NORTH 1000 WEST,TREMONTON,UT,84337,Not Available,Not Available,Not Available
DAVIS HOSPITAL AND MEDICAL CENTER,1600 WEST ANTELOPE DRIVE,LAYTON,UT,84041,14.7,13.4,12.7
LAKEVIEW HOSPITAL,630 EAST MEDICAL DRIVE,BOUNTIFUL,UT,84010,14.7,11.2,12.9
OREM COMMUNITY HOSPITAL,331 NORTH 400 WEST,OREM,UT,84057,Not Available,Not Available,Not Available
ALTA VIEW HOSPITAL,9660 SOUTH 1300 EAST,SANDY,UT,84094,Not Available,12.1,11.1
ST MARKS HOSPITAL,1200 EAST 3900 SOUTH,SALT LAKE CITY,UT,84124,16.6,13.6,11
THE ORTHOPEDIC SPECIALTY HOSPITAL,5848 SOUTH 300 EAST,MURRAY,UT,84107,Not Available,Not Available,Not Available
JORDAN VALLEY MEDICAL CENTER,3580 WEST 9000 SOUTH,WEST JORDAN,UT,84088,15,14.5,12.8
TIMPANOGOS REGIONAL HOSPITAL,750 WEST 800 NORTH,OREM,UT,84057,16.3,12.4,11.6
CACHE VALLEY SPECIALITY HOSPITAL,2380 NORTH 400 EAST,NORTH LOGAN,UT,84341,Not Available,Not Available,Not Available
PARK CITY MEDICAL CENTER,900 ROUND VALLEY DRIVE,PARK CITY,UT,84060,Not Available,Not Available,Not Available
RIVERTON HOSPITAL,3741 WEST 12600 SOUTH,RIVERTON,UT,84065,Not Available,Not Available,11.7
DELTA COMMUNITY MEDICAL CENTER,126 SOUTH WHITE SAGE AVENUE,DELTA,UT,84624,Not Available,Not Available,Not Available
FILLMORE COMMUNITY MEDICAL CENTER,674 SOUTH HIGHWAY 99,FILLMORE,UT,84631,Not Available,Not Available,Not Available
SANPETE VALLEY HOSPITAL - CAH,1100 SOUTH MEDICAL DRIVE,MOUNT PLEASANT,UT,84647,Not Available,Not Available,12.8
CENTRAL VALLEY MEDICAL CENTER - CAH,48 WEST 1500 NORTH,NEPHI,UT,84648,Not Available,12.3,10.3
GUNNISON VALLEY HOSPITAL,64 EAST 100 NORTH,GUNNISON,UT,84634,Not Available,Not Available,11.8
HEBER VALLEY MEDICAL CENTER,1485 SOUTH HIGHWAY 40,HEBER CITY,UT,84032,Not Available,Not Available,13.1
KANE COUNTY HOSPITAL,355 NORTH MAIN STREET,KANAB,UT,84741,Not Available,Not Available,11.7
BLUE MOUNTAIN HOSPITAL,802 SOUTH 200 WEST,BLANDING,UT,84511,Not Available,Not Available,Not Available
PRIMARY CHILDRENS MEDICAL CENTER,100 NORTH MARIO CAPECCHI DRIVE,SALT LAKE CITY,UT,84113,Not Available,Not Available,Not Available
CENTRAL VERMONT MEDICAL CENTER,BOX 547,BARRE,VT,5641,15.4,13.7,11.4
FLETCHER ALLEN HOSPITAL OF VERMONT,111 COLCHESTER AVE,BURLINGTON,VT,5401,14.8,16.2,13.1
RUTLAND REGIONAL MEDICAL CENTER,160 ALLEN ST,RUTLAND,VT,5701,15.6,11.3,9.9
BRATTLEBORO MEMORIAL HOSPITAL,17 BELMONT AVE,BRATTLEBORO,VT,5301,16.5,15.3,13.2
SOUTHWESTERN VERMONT MEDICAL CENTER,100 HOSPITAL DRIVE,BENNINGTON,VT,5201,16,13,11.3
WHITE RIVER JCT VA MEDICAL CENTER,215 N. MAIN ST.,WHITE RIVER JUNCTION          ,VT,5009,15.4,11.3,12.3
NORTHWESTERN MEDICAL CENTER INC,133 FAIRFIELD STREET,SAINT ALBANS,VT,5478,16.6,14.5,12.4
